red,green,blue,label
71,35,73,dark
104,57,91,dark
235,232,155,light
178,244,137,light
197,168,208,light
106,6,62,dark
68,45,24,dark
6,93,86,dark
9,34,16,dark
4,122,57,dark
91,124,15,dark
158,183,174,light
170,143,134,light
90,4,110,dark
234,167,229,light
50,89,116,dark
212,242,178,light
79,79,116,dark
3,89,29,dark
188,240,212,light
214,192,147,light
75,16,68,dark
44,9,10,dark
154,217,136,light
125,86,69,dark
80,76,72,dark
94,28,75,dark
58,123,62,dark
191,182,242,light
226,224,242,light
133,245,137,light
66,120,11,dark
13,80,83,dark
201,148,233,light
207,242,167,light
77,110,85,dark
137,205,229,light
12,63,51,dark
50,95,33,dark
116,17,88,dark
102,37,93,dark
94,56,14,dark
206,183,161,light
142,244,174,light
17,8,80,dark
87,92,37,dark
242,165,151,light
143,164,164,light
220,208,233,light
46,78,47,dark
5,76,49,dark
19,5,84,dark
211,243,220,light
105,39,29,dark
158,166,231,light
29,55,64,dark
85,79,9,dark
156,196,212,light
182,163,194,light
11,79,92,dark
237,136,144,light
131,254,223,light
115,42,116,dark
112,117,21,dark
130,173,191,light
49,33,95,dark
209,137,240,light
47,16,115,dark
34,115,20,dark
105,70,62,dark
253,231,189,light
116,45,79,dark
103,102,123,dark
160,133,140,light
134,127,143,light
139,155,253,light
179,253,178,light
85,109,119,dark
53,65,67,dark
180,231,214,light
76,82,5,dark
252,169,248,light
124,48,1,dark
101,39,99,dark
9,105,1,dark
236,214,207,light
146,215,182,light
28,102,21,dark
195,194,159,light
192,251,165,light
70,120,45,dark
115,0,48,dark
201,214,128,light
85,63,94,dark
129,159,241,light
86,38,105,dark
101,108,107,dark
55,61,15,dark
54,97,106,dark
86,60,65,dark
140,180,234,light
158,248,181,light
95,126,21,dark
49,99,85,dark
150,234,236,light
247,251,207,light
98,86,110,dark
226,252,179,light
79,41,29,dark
34,89,76,dark
152,156,130,light
118,115,35,dark
251,158,167,light
218,212,254,light
181,180,157,light
178,213,221,light
221,187,182,light
45,22,112,dark
69,59,78,dark
146,170,249,light
204,236,149,light
162,247,139,light
119,92,68,dark
231,189,231,light
192,252,234,light
137,232,169,light
143,244,167,light
133,235,132,light
121,3,56,dark
202,163,190,light
162,229,190,light
173,229,143,light
172,202,175,light
9,71,85,dark
103,91,116,dark
136,155,203,light
56,113,63,dark
84,14,121,dark
254,155,201,light
64,109,73,dark
240,205,171,light
155,244,203,light
112,121,85,dark
80,28,47,dark
4,21,42,dark
171,177,174,light
166,211,244,light
37,29,36,dark
225,169,174,light
174,241,252,light
246,161,209,light
127,246,230,light
65,69,66,dark
140,238,182,light
245,131,227,light
2,87,1,dark
140,199,250,light
124,28,75,dark
70,115,0,dark
247,253,233,light
166,246,139,light
144,243,248,light
160,184,178,light
166,240,186,light
8,9,31,dark
95,109,59,dark
45,29,55,dark
194,205,188,light
184,186,139,light
235,160,211,light
136,247,171,light
157,131,132,light
133,197,184,light
63,123,95,dark
28,83,119,dark
51,2,8,dark
28,78,92,dark
249,168,253,light
139,142,230,light
170,216,240,light
181,253,182,light
138,161,190,light
87,27,58,dark
203,249,243,light
248,195,236,light
174,226,130,light
10,93,75,dark
18,61,0,dark
65,90,98,dark
21,12,76,dark
55,69,61,dark
117,70,1,dark
231,141,244,light
1,93,19,dark
241,179,219,light
77,14,66,dark
141,137,217,light
102,36,108,dark
6,80,97,dark
82,86,115,dark
7,67,67,dark
44,120,45,dark
209,181,213,light
162,221,159,light
67,29,76,dark
158,234,158,light
73,30,42,dark
132,149,240,light
247,150,198,light
214,195,241,light
132,213,227,light
191,227,138,light
197,144,203,light
95,113,95,dark
15,9,7,dark
143,166,142,light
148,250,244,light
14,79,10,dark
55,40,68,dark
21,63,43,dark
63,71,91,dark
222,130,157,light
123,108,117,dark
27,120,49,dark
190,206,250,light
195,206,179,light
223,239,241,light
77,117,105,dark
153,141,137,light
96,8,99,dark
130,147,203,light
125,75,76,dark
196,177,197,light
12,35,91,dark
220,224,220,light
103,123,114,dark
123,42,65,dark
128,133,180,light
221,227,203,light
18,51,98,dark
52,32,67,dark
250,244,210,light
167,223,156,light
213,252,180,light
105,102,115,dark
252,235,235,light
199,172,186,light
169,127,230,light
188,133,247,light
249,162,142,light
71,37,102,dark
120,89,70,dark
194,194,252,light
224,171,213,light
215,168,196,light
248,254,229,light
115,119,123,dark
156,216,164,light
70,3,11,dark
36,11,111,dark
109,26,36,dark
149,133,188,light
223,220,217,light
76,39,116,dark
27,73,17,dark
240,161,235,light
111,25,92,dark
251,165,182,light
161,143,217,light
226,138,158,light
191,153,227,light
92,62,45,dark
169,238,184,light
104,28,25,dark
223,220,177,light
65,50,105,dark
50,49,5,dark
88,44,110,dark
63,96,1,dark
50,98,26,dark
169,160,201,light
122,68,49,dark
78,82,8,dark
25,100,13,dark
224,136,165,light
215,182,214,light
81,40,10,dark
1,49,9,dark
137,133,233,light
76,105,120,dark
191,157,150,light
252,189,151,light
119,68,51,dark
197,194,161,light
250,127,198,light
147,205,238,light
185,238,153,light
210,165,191,light
129,165,213,light
234,242,244,light
192,246,206,light
57,32,34,dark
83,66,113,dark
115,113,74,dark
130,240,155,light
231,143,157,light
20,123,23,dark
231,140,157,light
195,152,225,light
83,106,93,dark
254,192,139,light
206,169,230,light
38,112,122,dark
149,132,202,light
96,7,22,dark
19,33,29,dark
101,92,35,dark
132,198,161,light
102,1,68,dark
232,151,172,light
112,36,91,dark
73,103,118,dark
64,31,12,dark
98,77,99,dark
248,187,230,light
11,69,44,dark
66,62,29,dark
179,254,141,light
90,20,74,dark
139,142,165,light
249,128,200,light
159,178,216,light
107,26,77,dark
22,65,86,dark
235,138,197,light
185,242,190,light
29,40,117,dark
219,162,219,light
71,125,14,dark
112,78,44,dark
220,171,221,light
54,11,9,dark
76,49,18,dark
75,87,98,dark
55,9,42,dark
164,138,153,light
30,61,119,dark
220,178,218,light
63,126,79,dark
20,1,3,dark
111,23,5,dark
58,3,90,dark
75,39,45,dark
5,18,14,dark
126,124,102,dark
15,20,46,dark
48,113,106,dark
237,223,203,light
204,151,154,light
244,243,228,light
4,68,7,dark
50,71,29,dark
60,1,99,dark
77,14,64,dark
212,129,142,light
159,181,177,light
53,12,84,dark
25,89,112,dark
73,118,47,dark
252,172,248,light
150,230,233,light
185,219,206,light
140,254,253,light
214,195,139,light
197,143,132,light
1,10,47,dark
123,43,110,dark
75,87,45,dark
16,32,9,dark
222,152,229,light
150,128,192,light
95,26,16,dark
191,207,142,light
158,131,198,light
62,117,42,dark
107,28,45,dark
160,190,232,light
67,98,97,dark
29,79,81,dark
179,193,247,light
25,31,66,dark
72,59,76,dark
181,170,188,light
55,61,124,dark
201,223,161,light
173,228,190,light
174,246,167,light
118,89,37,dark
187,151,209,light
179,158,165,light
168,245,190,light
50,21,89,dark
213,147,180,light
213,140,173,light
2,42,9,dark
131,253,228,light
130,150,146,light
92,0,35,dark
86,83,18,dark
63,37,51,dark
1,121,44,dark
25,75,124,dark
165,145,170,light
5,69,31,dark
169,154,219,light
177,250,143,light
134,220,218,light
162,190,232,light
247,170,199,light
165,216,170,light
23,63,18,dark
217,183,204,light
135,211,192,light
101,117,11,dark
121,25,126,dark
105,123,56,dark
25,18,10,dark
94,12,14,dark
167,251,130,light
201,141,224,light
14,13,81,dark
7,106,116,dark
11,21,53,dark
178,245,247,light
47,99,37,dark
106,12,63,dark
137,194,137,light
88,33,80,dark
90,113,48,dark
250,150,183,light
234,183,249,light
81,76,86,dark
84,66,43,dark
236,174,130,light
199,171,250,light
123,98,82,dark
247,211,175,light
136,223,197,light
41,85,72,dark
51,83,84,dark
82,85,104,dark
238,128,186,light
207,212,243,light
83,5,115,dark
223,194,168,light
108,60,62,dark
211,239,198,light
196,204,215,light
55,108,31,dark
238,207,226,light
139,128,159,light
54,115,83,dark
200,220,198,light
84,115,118,dark
114,49,28,dark
229,161,229,light
184,198,132,light
219,243,155,light
3,23,32,dark
106,16,26,dark
135,196,155,light
147,241,216,light
229,188,224,light
223,136,249,light
97,8,126,dark
68,4,22,dark
239,171,166,light
141,173,246,light
177,139,210,light
212,132,183,light
210,182,214,light
177,219,140,light
109,103,29,dark
126,87,85,dark
122,15,2,dark
153,227,204,light
162,246,202,light
27,41,77,dark
58,65,22,dark
107,27,27,dark
63,102,104,dark
69,98,31,dark
4,36,3,dark
139,164,148,light
114,30,105,dark
226,159,172,light
142,143,251,light
172,183,156,light
205,234,243,light
95,62,125,dark
85,93,18,dark
216,131,133,light
251,208,235,light
25,1,82,dark
11,106,18,dark
246,188,162,light
238,151,149,light
193,179,217,light
174,248,135,light
229,155,178,light
194,222,140,light
96,13,25,dark
1,48,125,dark
19,54,108,dark
28,119,53,dark
176,219,179,light
24,15,17,dark
82,105,40,dark
24,65,64,dark
205,208,195,light
20,91,17,dark
144,145,237,light
222,156,137,light
231,252,180,light
81,32,30,dark
26,43,120,dark
78,94,4,dark
93,85,0,dark
125,48,3,dark
162,150,147,light
235,181,243,light
54,69,16,dark
188,193,168,light
184,239,138,light
203,187,247,light
249,202,192,light
169,208,212,light
134,161,205,light
175,150,210,light
69,105,25,dark
202,134,184,light
109,63,79,dark
20,97,101,dark
7,122,114,dark
98,83,5,dark
225,247,247,light
110,126,56,dark
29,86,67,dark
226,245,202,light
1,86,113,dark
34,102,34,dark
79,99,106,dark
76,50,91,dark
200,130,214,light
138,188,183,light
95,62,110,dark
179,244,186,light
203,214,198,light
203,177,216,light
5,122,109,dark
146,225,176,light
48,115,88,dark
21,46,75,dark
29,121,38,dark
166,205,211,light
135,208,138,light
5,58,48,dark
96,121,24,dark
45,40,103,dark
228,163,167,light
181,204,234,light
178,223,167,light
63,35,100,dark
31,65,121,dark
89,25,17,dark
158,225,142,light
163,163,153,light
114,80,72,dark
41,109,100,dark
173,145,254,light
4,68,15,dark
226,186,158,light
139,166,236,light
190,127,139,light
249,215,132,light
5,63,2,dark
228,188,182,light
62,9,34,dark
188,221,203,light
18,126,123,dark
239,210,162,light
66,87,24,dark
6,39,91,dark
249,220,215,light
15,56,17,dark
225,135,217,light
171,147,191,light
222,174,249,light
39,122,121,dark
72,79,28,dark
126,19,82,dark
115,101,93,dark
90,7,34,dark
248,186,130,light
241,207,163,light
211,247,225,light
133,217,204,light
92,120,55,dark
107,54,121,dark
33,69,90,dark
136,160,138,light
46,110,112,dark
176,197,253,light
71,84,78,dark
146,245,127,light
104,83,23,dark
142,229,137,light
66,66,50,dark
204,219,131,light
20,111,14,dark
121,44,29,dark
25,40,8,dark
206,198,230,light
49,52,58,dark
107,92,7,dark
65,18,12,dark
210,236,230,light
147,239,219,light
85,35,79,dark
27,63,56,dark
30,89,15,dark
16,93,29,dark
219,192,187,light
65,24,126,dark
202,194,147,light
213,143,207,light
238,194,192,light
167,137,157,light
13,73,56,dark
124,49,106,dark
126,105,42,dark
141,254,133,light
252,192,142,light
60,65,65,dark
243,139,130,light
15,10,56,dark
130,165,240,light
185,154,162,light
13,25,93,dark
249,198,223,light
164,221,155,light
14,105,62,dark
49,103,6,dark
199,229,198,light
221,200,154,light
249,226,153,light
166,251,226,light
194,231,204,light
190,196,181,light
212,197,231,light
153,132,169,light
197,224,173,light
163,138,149,light
156,225,173,light
70,48,38,dark
152,252,209,light
135,179,235,light
131,189,127,light
225,148,128,light
140,208,198,light
222,195,202,light
78,25,95,dark
177,159,149,light
141,249,232,light
14,76,47,dark
102,103,109,dark
100,10,7,dark
132,216,209,light
109,17,16,dark
120,76,2,dark
71,115,113,dark
50,109,34,dark
135,240,185,light
216,209,193,light
55,49,10,dark
37,112,40,dark
134,173,192,light
102,12,24,dark
89,98,24,dark
51,39,15,dark
78,33,11,dark
200,199,250,light
16,60,19,dark
71,125,66,dark
165,158,140,light
88,22,32,dark
187,155,249,light
130,246,236,light
251,205,179,light
138,181,160,light
145,206,157,light
72,104,96,dark
155,150,133,light
21,52,97,dark
77,82,52,dark
25,119,19,dark
69,111,20,dark
51,24,17,dark
166,129,166,light
233,206,148,light
85,93,92,dark
99,86,49,dark
190,221,212,light
22,30,39,dark
182,163,211,light
228,202,150,light
64,82,106,dark
248,183,129,light
43,58,76,dark
2,79,92,dark
151,238,196,light
173,127,130,light
218,150,215,light
205,162,127,light
45,48,45,dark
2,6,61,dark
117,92,49,dark
14,15,87,dark
215,144,230,light
113,100,122,dark
178,253,171,light
45,77,69,dark
205,145,254,light
54,84,33,dark
109,108,118,dark
48,54,41,dark
23,8,93,dark
99,122,99,dark
249,165,163,light
0,110,42,dark
128,137,144,light
86,45,99,dark
35,16,24,dark
195,137,193,light
92,8,85,dark
43,70,16,dark
178,217,198,light
58,107,17,dark
161,151,218,light
236,191,187,light
219,219,164,light
45,120,109,dark
217,245,208,light
149,239,138,light
22,107,84,dark
95,9,26,dark
75,78,75,dark
174,252,237,light
155,130,189,light
107,88,37,dark
174,129,185,light
206,136,216,light
118,108,70,dark
8,31,24,dark
197,227,197,light
87,13,111,dark
154,133,210,light
136,187,235,light
185,190,178,light
250,222,148,light
242,134,195,light
67,3,112,dark
130,194,163,light
76,46,68,dark
93,101,98,dark
46,111,83,dark
57,20,25,dark
101,67,31,dark
79,115,106,dark
44,19,40,dark
134,202,220,light
217,190,137,light
32,119,41,dark
199,183,198,light
99,72,46,dark
141,169,188,light
196,248,204,light
153,198,221,light
132,199,190,light
150,232,165,light
106,77,48,dark
150,158,127,light
21,57,32,dark
145,211,145,light
252,245,199,light
156,127,169,light
55,38,17,dark
108,59,39,dark
20,46,47,dark
142,180,146,light
129,245,156,light
181,140,213,light
210,157,150,light
33,34,11,dark
57,109,28,dark
105,24,126,dark
88,17,41,dark
72,117,8,dark
219,188,152,light
142,182,152,light
48,77,45,dark
160,202,169,light
33,28,39,dark
230,250,244,light
226,158,179,light
131,212,170,light
204,153,214,light
131,140,133,light
235,180,254,light
170,190,185,light
180,162,183,light
6,25,81,dark
192,169,172,light
228,129,185,light
175,252,226,light
21,18,88,dark
246,161,248,light
33,25,35,dark
234,254,206,light
192,240,185,light
241,172,220,light
197,177,215,light
243,187,202,light
132,170,127,light
5,99,103,dark
25,37,2,dark
237,156,231,light
97,89,108,dark
188,219,185,light
179,155,217,light
138,198,237,light
235,157,189,light
202,217,168,light
112,31,10,dark
153,136,164,light
93,5,30,dark
69,98,36,dark
207,134,211,light
178,253,226,light
57,108,44,dark
104,70,87,dark
61,29,73,dark
107,33,15,dark
130,223,156,light
145,208,251,light
87,39,20,dark
196,219,242,light
142,178,221,light
32,32,59,dark
97,15,44,dark
53,75,120,dark
79,4,103,dark
204,203,145,light
241,192,242,light
86,118,20,dark
150,140,208,light
44,25,22,dark
175,154,229,light
190,228,176,light
83,15,15,dark
82,21,121,dark
137,240,231,light
219,194,201,light
113,49,33,dark
170,146,189,light
63,43,98,dark
69,115,87,dark
193,134,204,light
73,33,61,dark
231,227,146,light
53,5,6,dark
60,13,101,dark
24,87,125,dark
239,176,151,light
147,227,132,light
69,82,47,dark
73,90,61,dark
99,121,41,dark
203,160,214,light
167,230,172,light
78,88,78,dark
185,254,235,light
211,212,249,light
34,34,23,dark
16,4,71,dark
222,231,136,light
49,124,70,dark
201,153,198,light
24,41,21,dark
120,98,113,dark
162,194,195,light
152,165,183,light
180,128,224,light
133,188,141,light
178,205,129,light
176,242,166,light
86,112,56,dark
164,136,159,light
119,13,65,dark
16,98,49,dark
53,117,35,dark
7,120,115,dark
39,85,81,dark
144,235,181,light
158,137,170,light
208,193,242,light
234,185,214,light
152,196,160,light
153,240,154,light
218,194,142,light
114,14,79,dark
196,237,170,light
167,138,224,light
181,205,233,light
153,192,128,light
195,188,154,light
32,89,97,dark
21,9,36,dark
69,102,126,dark
90,90,9,dark
8,54,51,dark
135,200,236,light
166,245,171,light
240,246,155,light
47,4,27,dark
183,212,195,light
124,109,70,dark
220,207,170,light
134,212,167,light
105,76,10,dark
19,22,44,dark
85,79,16,dark
22,48,48,dark
137,196,232,light
107,71,95,dark
147,150,238,light
22,92,7,dark
230,208,151,light
101,37,75,dark
153,239,145,light
231,204,211,light
209,170,244,light
68,23,104,dark
178,247,238,light
14,54,63,dark
105,1,74,dark
112,40,10,dark
63,35,125,dark
113,21,21,dark
150,154,173,light
121,121,115,dark
165,197,179,light
86,13,125,dark
205,191,187,light
103,69,99,dark
219,132,191,light
180,136,156,light
245,224,253,light
51,10,19,dark
160,239,226,light
204,155,128,light
70,94,89,dark
104,25,2,dark
21,118,0,dark
90,72,90,dark
68,91,68,dark
161,135,220,light
32,5,58,dark
105,10,116,dark
89,81,17,dark
72,14,95,dark
142,131,145,light
160,223,250,light
35,36,30,dark
211,213,163,light
219,209,164,light
18,96,89,dark
180,247,195,light
253,170,140,light
115,117,43,dark
139,213,232,light
70,35,109,dark
124,42,110,dark
230,229,139,light
192,211,184,light
21,12,49,dark
122,37,108,dark
210,170,223,light
127,206,163,light
149,184,237,light
30,18,123,dark
31,122,33,dark
45,77,11,dark
253,252,246,light
136,238,186,light
107,53,43,dark
193,175,229,light
140,216,141,light
0,94,99,dark
248,144,229,light
58,50,98,dark
21,112,23,dark
253,201,159,light
112,95,88,dark
102,95,119,dark
31,97,4,dark
48,71,68,dark
61,83,2,dark
17,71,1,dark
32,99,85,dark
215,223,194,light
94,60,73,dark
70,60,34,dark
84,119,50,dark
106,111,74,dark
80,58,77,dark
7,78,119,dark
46,30,42,dark
231,194,133,light
250,235,200,light
16,81,96,dark
14,92,33,dark
118,120,96,dark
75,65,114,dark
7,71,19,dark
46,98,114,dark
92,15,59,dark
174,229,249,light
23,9,83,dark
250,173,202,light
65,86,6,dark
178,164,245,light
22,40,110,dark
167,184,192,light
125,7,116,dark
64,24,93,dark
14,121,89,dark
51,29,63,dark
64,119,8,dark
22,62,59,dark
74,89,30,dark
237,175,216,light
32,26,82,dark
219,154,237,light
76,121,12,dark
214,224,203,light
172,183,235,light
98,88,23,dark
112,26,43,dark
155,140,229,light
83,26,46,dark
9,42,9,dark
69,58,106,dark
175,203,178,light
222,235,189,light
96,83,18,dark
4,98,34,dark
141,208,201,light
236,127,156,light
68,5,16,dark
33,100,45,dark
196,175,164,light
137,209,215,light
181,133,153,light
163,245,189,light
143,193,241,light
86,0,85,dark
14,95,91,dark
161,144,210,light
89,31,104,dark
50,123,108,dark
186,237,231,light
95,118,1,dark
81,17,18,dark
111,98,106,dark
239,243,181,light
117,30,17,dark
65,66,4,dark
236,165,140,light
189,195,166,light
32,38,69,dark
151,146,239,light
176,251,228,light
169,205,130,light
240,221,186,light
64,77,112,dark
237,169,184,light
30,19,91,dark
162,221,134,light
28,69,36,dark
86,27,47,dark
69,63,90,dark
249,139,244,light
76,0,60,dark
222,139,190,light
253,185,243,light
221,230,171,light
222,148,177,light
9,122,119,dark
15,122,41,dark
118,116,56,dark
43,119,94,dark
149,236,221,light
239,164,152,light
103,59,112,dark
94,106,32,dark
224,209,217,light
196,186,242,light
146,186,235,light
185,248,172,light
76,58,74,dark
106,16,39,dark
78,44,54,dark
75,25,121,dark
76,47,6,dark
14,30,43,dark
0,5,50,dark
180,140,158,light
131,185,144,light
65,60,75,dark
21,35,123,dark
178,231,219,light
66,87,10,dark
243,135,145,light
195,142,185,light
60,56,14,dark
175,138,240,light
130,241,174,light
184,139,142,light
223,147,162,light
13,10,25,dark
205,174,245,light
234,230,188,light
32,81,100,dark
3,96,49,dark
2,31,60,dark
81,61,15,dark
89,116,89,dark
106,78,120,dark
29,35,39,dark
29,42,83,dark
67,55,105,dark
91,69,47,dark
209,133,192,light
202,186,233,light
250,219,251,light
119,75,99,dark
42,47,91,dark
80,119,105,dark
47,110,87,dark
64,18,75,dark
59,23,7,dark
133,214,254,light
65,113,109,dark
167,183,252,light
53,72,28,dark
76,110,22,dark
71,17,16,dark
99,92,16,dark
27,38,83,dark
54,67,125,dark
125,118,78,dark
55,76,109,dark
127,249,229,light
200,170,221,light
126,119,6,dark
244,208,217,light
171,144,178,light
206,245,158,light
139,196,241,light
181,213,147,light
188,137,190,light
230,167,173,light
195,142,254,light
16,92,6,dark
73,26,14,dark
161,133,140,light
113,69,113,dark
111,14,78,dark
228,235,236,light
30,5,124,dark
130,186,130,light
217,148,238,light
197,137,210,light
22,119,126,dark
30,79,87,dark
126,35,1,dark
187,229,250,light
189,180,135,light
82,18,42,dark
185,170,213,light
37,114,44,dark
153,178,127,light
110,29,95,dark
65,40,70,dark
68,29,75,dark
155,133,195,light
157,137,148,light
35,75,121,dark
15,117,14,dark
135,212,237,light
20,27,115,dark
126,37,101,dark
7,114,2,dark
149,176,143,light
61,97,11,dark
141,233,202,light
238,224,151,light
156,143,211,light
122,15,3,dark
100,14,88,dark
174,215,226,light
47,102,66,dark
231,140,192,light
55,30,53,dark
232,246,180,light
133,251,138,light
125,73,72,dark
155,167,222,light
5,99,102,dark
172,158,146,light
125,110,56,dark
74,124,116,dark
193,149,240,light
73,71,89,dark
58,84,50,dark
87,10,97,dark
9,110,28,dark
3,113,67,dark
11,119,83,dark
123,109,64,dark
206,144,145,light
67,71,65,dark
222,157,189,light
100,8,51,dark
225,249,157,light
72,77,36,dark
185,234,228,light
137,230,201,light
42,99,94,dark
98,10,71,dark
10,55,19,dark
172,162,180,light
230,234,156,light
177,254,241,light
231,152,250,light
108,2,4,dark
54,80,28,dark
143,191,228,light
49,124,60,dark
77,38,54,dark
148,236,227,light
61,53,14,dark
62,88,125,dark
204,235,198,light
131,221,130,light
21,49,104,dark
217,231,144,light
131,251,153,light
206,226,146,light
61,55,79,dark
18,110,2,dark
229,250,249,light
134,226,216,light
2,17,59,dark
163,129,187,light
76,49,55,dark
100,44,122,dark
3,19,87,dark
37,26,107,dark
198,163,167,light
172,160,183,light
233,177,150,light
252,227,140,light
91,114,15,dark
219,180,203,light
169,187,218,light
126,69,35,dark
106,71,106,dark
189,253,156,light
160,140,214,light
7,73,36,dark
128,172,234,light
93,6,10,dark
149,233,158,light
222,129,172,light
248,195,232,light
76,120,110,dark
39,27,83,dark
54,9,21,dark
51,17,125,dark
189,226,237,light
168,139,154,light
22,37,24,dark
64,52,54,dark
5,93,21,dark
234,247,205,light
239,163,206,light
96,61,40,dark
197,214,167,light
27,67,109,dark
80,110,11,dark
167,185,135,light
128,136,184,light
10,86,40,dark
232,178,139,light
169,198,130,light
24,47,66,dark
165,155,254,light
68,36,125,dark
251,176,156,light
20,25,12,dark
125,59,97,dark
111,107,41,dark
115,70,58,dark
183,221,171,light
87,84,47,dark
230,253,226,light
161,157,229,light
139,207,150,light
29,100,32,dark
28,79,55,dark
81,73,121,dark
57,104,77,dark
35,15,126,dark
99,95,26,dark
40,10,48,dark
24,18,118,dark
208,216,206,light
39,82,16,dark
28,124,105,dark
194,227,173,light
75,26,89,dark
142,139,159,light
101,103,34,dark
83,88,65,dark
160,246,132,light
11,35,26,dark
94,0,76,dark
156,138,241,light
1,16,111,dark
128,136,243,light
244,234,210,light
55,84,65,dark
22,42,117,dark
199,141,127,light
221,206,196,light
80,66,20,dark
81,115,41,dark
188,133,225,light
120,73,52,dark
246,253,146,light
241,178,237,light
6,73,62,dark
197,252,232,light
252,224,243,light
214,225,210,light
251,145,238,light
157,130,244,light
203,149,137,light
236,180,174,light
67,115,49,dark
115,72,5,dark
182,199,252,light
158,137,232,light
112,56,17,dark
234,206,144,light
25,54,96,dark
195,199,194,light
41,66,107,dark
59,42,52,dark
142,229,247,light
84,116,36,dark
175,170,207,light
217,250,150,light
93,57,101,dark
91,58,72,dark
83,9,101,dark
0,23,126,dark
98,11,11,dark
82,15,104,dark
146,165,236,light
197,133,132,light
146,202,229,light
131,236,196,light
92,33,71,dark
36,78,116,dark
53,53,79,dark
105,123,61,dark
77,88,104,dark
120,42,45,dark
164,250,144,light
228,234,188,light
66,53,60,dark
6,2,102,dark
146,134,170,light
112,79,22,dark
90,26,115,dark
8,74,7,dark
227,133,146,light
210,169,193,light
170,143,242,light
36,16,4,dark
172,163,201,light
214,145,219,light
197,243,208,light
251,158,182,light
64,109,74,dark
137,154,207,light
194,196,223,light
87,36,126,dark
159,165,140,light
61,62,38,dark
186,250,131,light
163,170,247,light
245,216,242,light
104,68,73,dark
156,226,159,light
176,192,187,light
184,244,201,light
6,83,63,dark
204,234,225,light
208,143,141,light
166,150,190,light
17,47,55,dark
6,114,121,dark
50,33,47,dark
96,89,43,dark
112,60,95,dark
101,114,34,dark
111,1,98,dark
160,154,232,light
221,146,222,light
41,35,70,dark
171,186,233,light
105,45,79,dark
94,19,21,dark
130,216,224,light
192,173,249,light
108,125,87,dark
216,149,218,light
86,122,62,dark
127,200,228,light
48,83,82,dark
97,40,88,dark
93,30,11,dark
37,18,56,dark
162,232,195,light
84,39,73,dark
193,136,210,light
193,186,145,light
55,126,18,dark
223,208,225,light
45,57,103,dark
115,45,117,dark
22,11,61,dark
239,213,184,light
64,86,95,dark
58,67,30,dark
170,184,155,light
247,131,146,light
55,75,6,dark
107,22,86,dark
62,101,19,dark
90,78,21,dark
194,162,131,light
2,89,12,dark
171,149,190,light
51,13,99,dark
13,75,57,dark
107,7,41,dark
87,82,10,dark
147,249,189,light
88,40,55,dark
76,49,58,dark
91,66,118,dark
32,22,36,dark
120,3,12,dark
114,77,60,dark
52,97,33,dark
151,172,198,light
4,93,56,dark
125,88,81,dark
18,17,94,dark
53,84,28,dark
60,31,99,dark
135,251,167,light
87,114,12,dark
233,228,240,light
8,124,104,dark
195,176,242,light
125,83,100,dark
225,130,153,light
130,169,174,light
19,101,48,dark
235,252,171,light
241,127,249,light
213,207,222,light
46,54,82,dark
88,3,91,dark
206,175,204,light
246,145,240,light
87,90,23,dark
226,136,250,light
86,104,21,dark
67,110,51,dark
51,115,126,dark
44,82,102,dark
59,73,126,dark
47,78,11,dark
10,69,107,dark
165,227,191,light
207,144,135,light
137,168,200,light
215,254,166,light
238,244,161,light
27,99,100,dark
204,244,129,light
100,16,76,dark
205,223,232,light
174,174,250,light
32,95,0,dark
7,10,34,dark
85,19,13,dark
103,73,37,dark
223,188,225,light
15,60,104,dark
186,129,226,light
10,15,31,dark
24,118,34,dark
114,120,21,dark
63,49,56,dark
242,191,197,light
214,254,221,light
59,61,95,dark
88,4,88,dark
219,239,157,light
37,98,78,dark
69,104,88,dark
216,202,243,light
241,191,140,light
89,36,1,dark
246,179,152,light
221,172,249,light
125,46,6,dark
63,53,123,dark
118,62,35,dark
232,170,222,light
20,37,41,dark
5,18,74,dark
96,60,96,dark
104,17,7,dark
99,31,96,dark
91,66,38,dark
225,206,187,light
171,158,230,light
63,77,56,dark
226,132,215,light
0,60,49,dark
191,190,158,light
118,99,101,dark
219,206,252,light
16,52,56,dark
125,115,24,dark
139,196,245,light
33,39,31,dark
190,207,176,light
179,220,135,light
54,111,83,dark
49,31,100,dark
27,1,38,dark
69,9,119,dark
198,229,149,light
186,131,159,light
126,123,36,dark
211,202,234,light
208,204,210,light
226,253,139,light
150,176,204,light
232,176,147,light
117,95,51,dark
235,150,147,light
203,206,222,light
143,156,150,light
80,119,78,dark
47,72,78,dark
214,217,177,light
251,159,195,light
248,191,153,light
189,152,157,light
12,68,102,dark
128,229,165,light
66,17,5,dark
222,194,212,light
226,171,144,light
76,105,40,dark
104,39,49,dark
56,25,114,dark
130,195,135,light
144,187,169,light
59,11,4,dark
143,225,172,light
36,27,0,dark
125,8,107,dark
27,63,22,dark
185,158,219,light
68,100,46,dark
35,103,121,dark
77,94,44,dark
60,43,79,dark
13,98,74,dark
76,52,74,dark
150,246,157,light
174,242,174,light
95,107,74,dark
137,206,145,light
139,140,149,light
107,44,92,dark
173,193,173,light
205,194,199,light
194,243,223,light
244,222,198,light
12,65,33,dark
157,163,157,light
50,20,33,dark
190,172,192,light
248,196,162,light
0,7,50,dark
69,110,5,dark
153,227,146,light
139,240,141,light
30,62,37,dark
23,113,89,dark
